Run,Assay Type,HOST,isolation_source,Library Name,Sample Name,LibraryLayout,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,SRA Study
SRR8061787,AMPLICON,Homo sapiens,feces,NC13,AD01,PAIRED,601,30321969,PRJNA496408,SAMN10240677,Metagenome or environmental,19991369,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891219,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061778,AMPLICON,Homo sapiens,feces,NC14,AD01,PAIRED,601,22070522,PRJNA496408,SAMN10240677,Metagenome or environmental,13286858,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891228,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061779,AMPLICON,Homo sapiens,feces,NC15,AD01,PAIRED,601,26280670,PRJNA496408,SAMN10240677,Metagenome or environmental,17215418,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891227,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061746,AMPLICON,Homo sapiens,feces,NC16,AD01,PAIRED,601,18860587,PRJNA496408,SAMN10240677,Metagenome or environmental,12823410,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891260,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061745,AMPLICON,Homo sapiens,feces,NC17,AD01,PAIRED,601,29949757,PRJNA496408,SAMN10240677,Metagenome or environmental,19082221,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891261,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061748,AMPLICON,Homo sapiens,feces,NC18,AD01,PAIRED,601,27370045,PRJNA496408,SAMN10240677,Metagenome or environmental,17821145,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891258,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061747,AMPLICON,Homo sapiens,feces,NC20,AD01,PAIRED,601,30369141,PRJNA496408,SAMN10240677,Metagenome or environmental,19943681,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891259,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061750,AMPLICON,Homo sapiens,feces,NC22,AD01,PAIRED,601,21532398,PRJNA496408,SAMN10240677,Metagenome or environmental,14192729,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891256,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061749,AMPLICON,Homo sapiens,feces,NC23,AD01,PAIRED,601,26766392,PRJNA496408,SAMN10240677,Metagenome or environmental,17766315,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891257,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061752,AMPLICON,Homo sapiens,feces,NC26,AD01,PAIRED,601,36276504,PRJNA496408,SAMN10240677,Metagenome or environmental,23650336,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891254,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061751,AMPLICON,Homo sapiens,feces,NC27,AD01,PAIRED,601,19064581,PRJNA496408,SAMN10240677,Metagenome or environmental,12833627,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891255,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061754,AMPLICON,Homo sapiens,feces,NC28,AD01,PAIRED,601,26691646,PRJNA496408,SAMN10240677,Metagenome or environmental,17754486,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891252,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:24:00Z,1,SRP165827
SRR8061753,AMPLICON,Homo sapiens,feces,NC29,AD01,PAIRED,601,23858466,PRJNA496408,SAMN10240677,Metagenome or environmental,15667817,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891253,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061766,AMPLICON,Homo sapiens,feces,NC30,AD01,PAIRED,601,27886550,PRJNA496408,SAMN10240677,Metagenome or environmental,18140923,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891240,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061767,AMPLICON,Homo sapiens,feces,NC31,AD01,PAIRED,601,21853047,PRJNA496408,SAMN10240677,Metagenome or environmental,14297860,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891239,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR8061765,AMPLICON,Homo sapiens,feces,NC32,AD01,PAIRED,601,22754550,PRJNA496408,SAMN10240677,Metagenome or environmental,15013038,ZHEJIANG UNIVERSITY,2017-01-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4891241,China,Asia,China:Hangzhou,Illumina MiSeq,30.3 N 120.2 E,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-11-15T00:00:00Z,2018-10-16T06:23:00Z,1,SRP165827
SRR13285917,AMPLICON,C57BL/6,feces,C01,TAC,PAIRED,500,39041500,PRJNA687069,SAMN17132421,Metagenome or environmental,14187782,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715285,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285916,AMPLICON,C57BL/6,feces,C02,TAC,PAIRED,500,41501000,PRJNA687069,SAMN17132421,Metagenome or environmental,14889282,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715286,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285929,AMPLICON,C57BL/6,feces,C03,TAC,PAIRED,500,40208000,PRJNA687069,SAMN17132421,Metagenome or environmental,14480237,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715273,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285924,AMPLICON,C57BL/6,feces,C04,TAC,PAIRED,500,37803500,PRJNA687069,SAMN17132421,Metagenome or environmental,13612518,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715278,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285923,AMPLICON,C57BL/6,feces,C05,TAC,PAIRED,500,46403500,PRJNA687069,SAMN17132421,Metagenome or environmental,16784057,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715279,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285922,AMPLICON,C57BL/6,feces,C06,TAC,PAIRED,500,35829500,PRJNA687069,SAMN17132421,Metagenome or environmental,12938323,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715280,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285921,AMPLICON,C57BL/6,feces,C07,TAC,PAIRED,500,33286000,PRJNA687069,SAMN17132421,Metagenome or environmental,12089789,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715281,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285920,AMPLICON,C57BL/6,feces,C08,TAC,PAIRED,500,35936000,PRJNA687069,SAMN17132421,Metagenome or environmental,12959985,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715282,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285919,AMPLICON,C57BL/6,feces,T01,TAC,PAIRED,500,49328500,PRJNA687069,SAMN17132421,Metagenome or environmental,17872090,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715283,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285918,AMPLICON,C57BL/6,feces,T02,TAC,PAIRED,500,41245000,PRJNA687069,SAMN17132421,Metagenome or environmental,14623402,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715284,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285915,AMPLICON,C57BL/6,feces,T03,TAC,PAIRED,500,42784000,PRJNA687069,SAMN17132421,Metagenome or environmental,15510860,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715287,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285914,AMPLICON,C57BL/6,feces,T04,TAC,PAIRED,500,39246000,PRJNA687069,SAMN17132421,Metagenome or environmental,14178838,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715288,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285937,AMPLICON,C57BL/6,feces,T05,TAC,PAIRED,500,44906000,PRJNA687069,SAMN17132421,Metagenome or environmental,16074027,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715265,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285936,AMPLICON,C57BL/6,feces,T06,TAC,PAIRED,500,41534000,PRJNA687069,SAMN17132421,Metagenome or environmental,14973662,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715266,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285935,AMPLICON,C57BL/6,feces,T07,TAC,PAIRED,500,42533500,PRJNA687069,SAMN17132421,Metagenome or environmental,15298955,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715267,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285934,AMPLICON,C57BL/6,feces,T08,TAC,PAIRED,500,42358000,PRJNA687069,SAMN17132421,Metagenome or environmental,15332797,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715268,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285933,AMPLICON,C57BL/6,feces,TP01,TAC,PAIRED,500,34623000,PRJNA687069,SAMN17132421,Metagenome or environmental,12433213,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715269,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285932,AMPLICON,C57BL/6,feces,TP02,TAC,PAIRED,500,40997000,PRJNA687069,SAMN17132421,Metagenome or environmental,14638487,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715270,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285931,AMPLICON,C57BL/6,feces,TP03,TAC,PAIRED,500,45656000,PRJNA687069,SAMN17132421,Metagenome or environmental,16271920,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715271,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285930,AMPLICON,C57BL/6,feces,TP04,TAC,PAIRED,500,49560500,PRJNA687069,SAMN17132421,Metagenome or environmental,17496647,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715272,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285928,AMPLICON,C57BL/6,feces,TP05,TAC,PAIRED,500,44060500,PRJNA687069,SAMN17132421,Metagenome or environmental,16072327,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715274,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285927,AMPLICON,C57BL/6,feces,TP06,TAC,PAIRED,500,44190500,PRJNA687069,SAMN17132421,Metagenome or environmental,15892611,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715275,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:17:00Z,1,SRP298863
SRR13285926,AMPLICON,C57BL/6,feces,TP07,TAC,PAIRED,500,43144000,PRJNA687069,SAMN17132421,Metagenome or environmental,15569374,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715276,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863
SRR13285925,AMPLICON,C57BL/6,feces,TP08,TAC,PAIRED,500,46242000,PRJNA687069,SAMN17132421,Metagenome or environmental,16662042,ZHEJIANG UNIVERSITY,2020-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9715277,China,Asia,China: Hangzhou,Illumina NovaSeq 6000,30.3 N 120.2 E,PCR,GENOMIC,metagenome,ILLUMINA,2023-01-01T00:00:00Z,2020-12-22T14:16:00Z,1,SRP298863

